Year,Source,Value,Growth (%)
2006-04-01 00:00:00,Unnamed: 1,166.537,-5.107122507122508
2006-05-01 00:00:00,Unnamed: 1,171.132,2.7591466160673095
2006-06-01 00:00:00,Unnamed: 1,170.346,-0.4592945796227488
2006-07-01 00:00:00,Unnamed: 1,180.235,5.805243445692887
2006-08-01 00:00:00,Unnamed: 1,179.396,-0.4655033705995071
2006-09-01 00:00:00,Unnamed: 1,173.115,-3.501192891703264
2006-10-01 00:00:00,Unnamed: 1,177.454,2.5064263639777096
2006-11-01 00:00:00,Unnamed: 1,172.741,-2.6558995570683086
2006-12-01 00:00:00,Unnamed: 1,180.279,4.363758459196121
2007-01-01 00:00:00,Unnamed: 1,182.455,1.2070180109718942
2007-02-01 00:00:00,Unnamed: 1,162.893,-10.721547778904394
2007-03-01 00:00:00,Unnamed: 1,174.64,7.211482384141732
2007-04-01 00:00:00,Unnamed: 1,173.47,-0.6699496106275737
2007-05-01 00:00:00,Unnamed: 1,173.553,0.04784688995214115
2007-06-01 00:00:00,Unnamed: 1,170.164,-1.952717613639643
2007-07-01 00:00:00,Unnamed: 1,178.134,4.683716884887512
2007-08-01 00:00:00,Unnamed: 1,174.785,-1.8800453591116706
2007-09-01 00:00:00,Unnamed: 1,169.547,-2.9968246703092394
2007-10-01 00:00:00,Unnamed: 1,174.97,3.1985231233817135
2007-11-01 00:00:00,Unnamed: 1,172.532,-1.3933817225810108
2007-12-01 00:00:00,Unnamed: 1,181.632,5.274383882410216
2008-01-01 00:00:00,Unnamed: 1,195.336,7.544926004228336
2008-02-01 00:00:00,Unnamed: 1,169.281,-13.338555105049766
2008-03-01 00:00:00,Unnamed: 1,175.228,3.5130936135774338
2008-04-01 00:00:00,Unnamed: 1,171.485,-2.136074143401734
2008-05-01 00:00:00,Unnamed: 1,172.47,0.5743942618887887
2008-06-01 00:00:00,Unnamed: 1,167.713,-2.7581608395663038
2008-07-01 00:00:00,Unnamed: 1,173.963,3.7266043777167024
2008-08-01 00:00:00,Unnamed: 1,171.954,-1.1548432712703227
2008-09-01 00:00:00,Unnamed: 1,164.058,-4.5919257475836694
2008-10-01 00:00:00,Unnamed: 1,169.452,3.287861609918452
2008-11-01 00:00:00,Unnamed: 1,166.136,-1.9568963482284096
2008-12-01 00:00:00,Unnamed: 1,161.91,-2.5436991380555662
2009-01-01 00:00:00,Unnamed: 1,162.356,0.2754616762398854
2009-02-01 00:00:00,Unnamed: 1,150.552,-7.270442730789128
2009-03-01 00:00:00,Unnamed: 1,159.501,5.94412561772677
2009-04-01 00:00:00,Unnamed: 1,151.432,-5.058902452022251
2009-05-01 00:00:00,Unnamed: 1,156.528,3.365206825505851
2009-06-01 00:00:00,Unnamed: 1,158.244,1.0962894817540647
2009-07-01 00:00:00,Unnamed: 1,167.558,5.885847172720604
2009-08-01 00:00:00,Unnamed: 1,170.874,1.9790162212487639
2009-09-01 00:00:00,Unnamed: 1,161.716,-5.359504664255521
2009-10-01 00:00:00,Unnamed: 1,165.592,2.396794380271583
2009-11-01 00:00:00,Unnamed: 1,162.144,-2.082226194502157
2009-12-01 00:00:00,Unnamed: 1,168.514,3.928606670613788
2010-01-01 00:00:00,Unnamed: 1,187.178,11.07563763248156
2010-02-01 00:00:00,Unnamed: 1,171.797,-8.217311863573705
2010-03-01 00:00:00,Unnamed: 1,187.22,8.977455950918811
2010-04-01 00:00:00,Unnamed: 1,179.128,-4.322187800448674
2010-05-01 00:00:00,Unnamed: 1,181.788,1.4849716403912527
2010-06-01 00:00:00,Unnamed: 1,182.446,0.3619600853741689
2010-07-01 00:00:00,Unnamed: 1,189.157,3.6783486620698858
2010-08-01 00:00:00,Unnamed: 1,190.522,0.7216227789613727
2010-09-01 00:00:00,Unnamed: 1,184.923,-2.9387682262415837
2010-10-01 00:00:00,Unnamed: 1,185.667,0.40232961827355584
2010-11-01 00:00:00,Unnamed: 1,183.819,-0.9953303494966814
2010-12-01 00:00:00,Unnamed: 1,193.095,5.046268340051907
2011-01-01 00:00:00,Unnamed: 1,193.637,0.2806908516533424
2011-02-01 00:00:00,Unnamed: 1,173.103,-10.604378295470385
2011-03-01 00:00:00,Unnamed: 1,186.444,7.706972149529467
2011-04-01 00:00:00,Unnamed: 1,175.84,-5.687498659114798
2011-05-01 00:00:00,Unnamed: 1,177.915,1.1800500454959062
2011-06-01 00:00:00,Unnamed: 1,184.151,3.505044543742808
2011-07-01 00:00:00,Unnamed: 1,189.298,2.7949888949829083
2011-08-01 00:00:00,Unnamed: 1,189.485,0.09878604105695299
